path_image,class
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-09/Empty/2013-04-09_06_30_00#019.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-23/Empty/2013-02-23_13_25_07#032.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-22/Occupied/2013-02-22_10_35_05#037.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-12/Empty/2013-04-12_12_55_07#019.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-28/Occupied/2013-02-28_18_10_44#008.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-16/Empty/2013-03-16_16_20_12#027.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-10/Occupied/2013-04-10_18_00_13#025.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-22/Occupied/2013-02-22_12_40_07#017.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-22/Occupied/2013-02-22_10_45_05#031.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_08_05_02#027.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Rainy/2013-04-13/Empty/2013-04-13_07_00_01#016.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-13/Occupied/2013-03-13_08_50_03#038.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-12/Empty/2013-04-12_12_25_06#014.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-19/Occupied/2013-03-19_08_30_02#033.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_15_20_10#033.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-11/Empty/2013-04-11_07_20_01#012.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-04-12/Occupied/2013-04-12_15_25_10#008.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-12/Occupied/2013-03-12_16_25_12#037.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_15_20_10#033.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-21/Occupied/2013-03-21_08_25_02#019.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-20/Occupied/2013-03-20_12_40_07#002.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-09/Empty/2013-03-09_12_10_07#010.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-14/Occupied/2013-03-14_14_16_01#021.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-09/Empty/2013-04-09_06_30_00#019.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-15/Occupied/2013-04-15_13_35_08#027.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-10/Empty/2013-03-10_10_20_04#036.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_13_25_08#017.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_13_45_09#024.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-22/Occupied/2013-03-22_12_50_08#005.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-18/Occupied/2013-03-18_17_00_12#017.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-23/Empty/2013-02-23_10_50_05#026.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-10/Empty/2013-03-10_07_40_01#010.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-21/Occupied/2013-03-21_08_35_03#031.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-22/Occupied/2013-03-22_09_30_04#033.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-11/Occupied/2013-04-11_10_35_05#021.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-15/Occupied/2013-03-15_17_55_14#033.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-16/Empty/2013-03-16_08_15_02#017.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-22/Occupied/2013-02-22_10_45_05#031.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-02/Empty/2013-03-02_15_50_11#035.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-16/Empty/2013-03-16_07_45_02#005.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-14/Empty/2013-04-14_17_40_12#013.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-04-14/Empty/2013-04-14_11_05_05#036.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-28/Occupied/2013-02-28_18_15_45#035.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-16/Empty/2013-03-16_07_45_02#005.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-04-13/Empty/2013-04-13_13_10_08#026.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-12/Occupied/2013-04-12_08_05_02#006.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-11/Occupied/2013-04-11_10_50_05#001.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-12/Occupied/2013-03-12_16_25_12#037.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-10/Empty/2013-03-10_11_15_06#016.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-03/Empty/2013-03-03_15_25_10#003.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-17/Empty/2013-03-17_07_00_01#028.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Rainy/2013-04-12/Occupied/2013-04-12_16_05_11#003.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-10/Empty/2013-03-10_13_05_08#037.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-14/Occupied/2013-04-14_13_15_07#039.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-18/Occupied/2013-03-18_16_10_12#026.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-14/Occupied/2013-03-14_12_20_59#013.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-02-24/Empty/2013-02-24_14_55_09#021.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-21/Occupied/2013-03-21_08_35_03#031.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-10/Occupied/2013-04-10_09_35_04#010.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-10/Empty/2013-03-10_14_00_09#038.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Cloudy/2013-03-19/Occupied/2013-03-19_13_25_08#025.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-04-12/Occupied/2013-04-12_11_55_06#003.jpg,0
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-02/Empty/2013-03-02_15_55_11#001.jpg,1
/datasets/PKLot/PKLotSegmented/UFPR05/Sunny/2013-03-02/Empty/2013-03-02_15_45_11#025.jpg,1
